X,Y,por_kmap,por_vmap
260.0,419.0,"[0.10824502 0.11101165 0.11339775 0.11584455 0.11867155 0.12186731
 0.1254171  0.12930336 0.13350832 0.13803102 0.14282288 0.14798054
 0.15306963 0.15655001 0.15846582 0.16062605 0.16315557 0.16604364
 0.16846841 0.17165946 0.17470433 0.17734204 0.17850753 0.17805241
 0.17589259 0.17248121 0.16784472 0.16277556 0.16005311 0.15964769
 0.15823596 0.15659346 0.15477881 0.15267418 0.15042829 0.14873908
 0.14648901 0.14429573 0.14256943 0.14047017 0.1387374  0.13740399
 0.13604207 0.13400973 0.13268265 0.13149507 0.130414   0.12939546
 0.12860606 0.12841486 0.12818273 0.12940976 0.13119782 0.13211911
 0.13390573 0.13595716 0.13830926 0.14087431 0.14366986 0.14538909
 0.14551941 0.14387346 0.14160527 0.13921676 0.13692737 0.13481737
 0.13265301 0.13077802 0.12896529 0.1273727  0.12588219 0.12456628
 0.12336531 0.12224847 0.12119247 0.12018131 0.1192049  0.11895332
 0.11770238 0.11606901 0.11470946 0.11321949 0.11182788 0.11039687
 0.10894767 0.10681761 0.10531094 0.10391748 0.10268062 0.1016385
 0.10063403 0.09951251 0.09854215 0.09772792 0.09707153 0.09657268
 0.09623015 0.09568663 0.09530294 0.09510899]","[0.54908012 0.50719431 0.46684706 0.43166597 0.40078813 0.37382503
 0.34876942 0.32230473 0.29060631 0.2500846  0.1982037  0.13331521
 0.05980207 0.0594119  0.12966363 0.18763    0.22942684 0.2560056
 0.26829712 0.26906721 0.26035083 0.24542252 0.22869289 0.21219353
 0.19321105 0.16473629 0.11972328 0.05754981 0.05969441 0.12972341
 0.18844201 0.23634061 0.27689029 0.31271084 0.34514278 0.37181841
 0.39644861 0.4179804  0.43406884 0.44575786 0.45278063 0.45472777
 0.45110519 0.44217964 0.42748908 0.40740825 0.38252366 0.35404327
 0.32407153 0.29674373 0.27723976 0.26743892 0.26721675 0.27066291
 0.27064964 0.26189163 0.24146801 0.20906755 0.16861544 0.13440147
 0.13383176 0.16597859 0.20285073 0.23107882 0.24834302 0.25673374
 0.26054845 0.26438202 0.27218353 0.28528864 0.30250038 0.32124407
 0.33905572 0.35427898 0.36613498 0.37447224 0.37946357 0.38176976
 0.38077573 0.37839227 0.37456199 0.37179941 0.37177047 0.37616234
 0.38523851 0.39716505 0.41202676 0.42800791 0.44450607 0.46154117
 0.47953339 0.49916119 0.52092868 0.54504559 0.57142883 0.59974277
 0.62946561 0.66032042 0.69179345 0.72316104]"
780.0,369.0,"[0.10799241 0.110289   0.11334148 0.11580759 0.11865357 0.12186928
 0.12543658 0.12932914 0.1340389  0.13823053 0.14265961 0.14713097
 0.15154377 0.15512722 0.15792377 0.16065428 0.16369568 0.16717217
 0.17076266 0.17484981 0.17898138 0.18251057 0.18460977 0.1843631
 0.18169714 0.17740223 0.17243527 0.16751832 0.1639957  0.16192445
 0.15949483 0.15755824 0.15497575 0.15259807 0.1507103  0.14836455
 0.1459732  0.14364569 0.14176616 0.13963735 0.13798701 0.1362683
 0.13472107 0.13324384 0.13125438 0.12998227 0.12880116 0.12727611
 0.12635239 0.12512026 0.12538924 0.12639824 0.12817495 0.12896812
 0.13059517 0.13251009 0.13461651 0.13679224 0.13906116 0.14023012
 0.14039676 0.13933389 0.13764451 0.13566407 0.13364248 0.13173519
 0.12966068 0.12795379 0.12623811 0.12476028 0.12336699 0.1221631
 0.1210694  0.1200592  0.11911609 0.11823094 0.11819829 0.11713893
 0.11604608 0.11482681 0.11337109 0.11203198 0.11077899 0.10898906
 0.10748791 0.10598596 0.10453687 0.1031961  0.10201449 0.10103506
 0.10006026 0.09902184 0.0981389  0.09741404 0.09684634 0.09643315
 0.09617154 0.09564522 0.09533103 0.0951943 ]","[0.50895317 0.46210064 0.41747597 0.37961483 0.34910782 0.32633302
 0.30896144 0.29250464 0.27174106 0.24363099 0.20600074 0.16163576
 0.12445193 0.12362399 0.15805781 0.19760556 0.22858046 0.24760319
 0.25374756 0.24824968 0.23231452 0.20993963 0.18885478 0.17654894
 0.1705489  0.16009549 0.13895452 0.11661669 0.12385223 0.16451142
 0.21146359 0.25382886 0.29059777 0.32229476 0.34814125 0.37205224
 0.39269598 0.41025838 0.42433679 0.43434096 0.44011375 0.44079381
 0.43591769 0.42493809 0.40784623 0.38415602 0.35429265 0.31929531
 0.28100531 0.2453947  0.21853159 0.21123073 0.22224072 0.24016033
 0.254137   0.25847449 0.25143405 0.23443168 0.21270333 0.19606561
 0.19502303 0.20907613 0.22762867 0.24142685 0.246896   0.24493509
 0.24000337 0.23791385 0.24422407 0.26003236 0.28200782 0.3053082
 0.32632082 0.34311248 0.35505961 0.36229274 0.36570684 0.36445297
 0.35973487 0.35228944 0.34385018 0.3360834  0.33246663 0.33535439
 0.34563978 0.36122353 0.37944276 0.3983081  0.41706474 0.43599421
 0.45591295 0.47779727 0.50224065 0.52936352 0.55888312 0.59024215
 0.62273639 0.65610043 0.68955487 0.7224792 ]"
220.0,899.0,"[0.10778025 0.11036534 0.11327776 0.11572448 0.11854732 0.12173968
 0.12593166 0.12951518 0.13337019 0.13742012 0.14158344 0.14569405
 0.14972251 0.15332136 0.15655343 0.15975998 0.16344454 0.16746002
 0.17208113 0.1767879  0.18225462 0.18748635 0.19124122 0.19134429
 0.18773893 0.18250469 0.17698991 0.1718894  0.16769852 0.16450593
 0.16109002 0.15842366 0.15588049 0.15362962 0.15070127 0.14814142
 0.14557476 0.14308344 0.1410413  0.13909724 0.13679812 0.13487346
 0.13322213 0.13162953 0.12982604 0.12841399 0.12722254 0.12540853
 0.12417151 0.12267404 0.12249142 0.12326766 0.12501334 0.12567543
 0.12717669 0.1289064  0.13072806 0.13253035 0.13415233 0.135278
 0.1354814  0.13469435 0.13341804 0.13180619 0.13006464 0.12808484
 0.1264057  0.12486527 0.12328123 0.12191309 0.12073216 0.11968423
 0.11872875 0.11784667 0.1170317  0.1171128  0.11621409 0.1153086
 0.11438649 0.1134313  0.11228927 0.11091194 0.10945095 0.1081197
 0.10669831 0.10524392 0.10382873 0.10252168 0.10138233 0.1004592
 0.09950753 0.09855713 0.09776984 0.09714434 0.09667567 0.09635795
 0.09588233 0.09567545 0.095435   0.09536069]","[0.47000356 0.41559662 0.36574306 0.32294135 0.29144869 0.27354932
 0.26613823 0.26332047 0.25753819 0.24460767 0.22392557 0.19948501
 0.18096539 0.17905066 0.19355521 0.21376686 0.23054542 0.23964227
 0.2389194  0.22661644 0.20225722 0.16797991 0.13581958 0.1286991
 0.14456903 0.15908742 0.16362802 0.16534974 0.17757628 0.2043274
 0.23770503 0.27077022 0.3004529  0.32508756 0.34701982 0.36614919
 0.38282322 0.39738102 0.40863913 0.41831359 0.42317225 0.42347655
 0.41809029 0.40610875 0.38703929 0.36036113 0.32610727 0.28486696
 0.23758755 0.18873822 0.14913882 0.14471653 0.17460763 0.21193258
 0.24158567 0.25940433 0.26535986 0.26183532 0.2533804  0.24593791
 0.24420067 0.24778241 0.25219812 0.25170239 0.2432384  0.22744412
 0.20862358 0.19634901 0.20072005 0.22254211 0.25289882 0.28296197
 0.30796749 0.32623695 0.33779756 0.34396127 0.34433364 0.34023838
 0.33187611 0.31951427 0.30453633 0.29042361 0.28155635 0.28372624
 0.29719159 0.31778666 0.34053602 0.36246303 0.38297884 0.4030891
 0.42440067 0.4483974  0.47578257 0.50647824 0.5398568  0.57502096
 0.61127843 0.64758493 0.68362489 0.71862968]"
800.0,249.0,"[0.10744731 0.11017622 0.11336034 0.11561664 0.11917867 0.12207977
 0.12531409 0.12882582 0.13254589 0.13636791 0.14015156 0.14407779
 0.14783357 0.15134814 0.15481212 0.1582074  0.16197759 0.16638356
 0.17159093 0.17762022 0.18403504 0.19117595 0.19792943 0.19847582
 0.19276612 0.18652268 0.1806186  0.17532106 0.17069028 0.16683122
 0.16275319 0.15948029 0.15645838 0.15410451 0.15114764 0.14845468
 0.14529011 0.14288234 0.14053086 0.13810131 0.13565122 0.13355128
 0.13172307 0.12992375 0.12840279 0.12680346 0.12532366 0.12389609
 0.1216613  0.12055765 0.11966217 0.12014965 0.12208602 0.12249492
 0.12395307 0.12534561 0.12686713 0.12833944 0.12965424 0.13060949
 0.13082238 0.13027134 0.12918706 0.12787231 0.12610121 0.12450324
 0.12301322 0.12148427 0.12015295 0.11901385 0.11806235 0.11720088
 0.11639908 0.11565287 0.11496979 0.11498067 0.11422039 0.11347469
 0.11273464 0.11197895 0.11089911 0.10964139 0.10861699 0.10740918
 0.10603719 0.10459507 0.10318529 0.10189116 0.10078019 0.09990708
 0.09897743 0.09812195 0.09744118 0.09692727 0.09656931 0.09635723
 0.09591066 0.09578595 0.09562283 0.09561499]","[0.43479689 0.37289089 0.31384478 0.26215587 0.22577208 0.21328734
 0.22031817 0.23446346 0.24530029 0.24799308 0.2422846  0.23190082
 0.22226488 0.21837315 0.22069941 0.22562289 0.22906004 0.22849964
 0.22188376 0.20600234 0.17635421 0.1295949  0.07095176 0.06859983
 0.1211135  0.16050274 0.18392627 0.19910555 0.2147189  0.23506112
 0.25869816 0.28277939 0.30497634 0.32288159 0.33898176 0.35293942
 0.36586243 0.3778335  0.38767339 0.39598839 0.40206754 0.40309198
 0.39822985 0.38626889 0.36627468 0.33772175 0.30039744 0.25465322
 0.20158954 0.13939767 0.07391933 0.07249173 0.13590761 0.193041
 0.23578347 0.26475824 0.28112286 0.28772409 0.28810556 0.28585315
 0.28336013 0.28036738 0.27412455 0.2614312  0.23958984 0.20765473
 0.16963094 0.13937591 0.14176119 0.17707946 0.22072856 0.25887601
 0.28739612 0.30597139 0.31586046 0.31921466 0.31695501 0.31038897
 0.2991668  0.28237637 0.26022715 0.23666258 0.21998782 0.22138148
 0.24132669 0.26998035 0.29836194 0.32281036 0.34372446 0.36360367
 0.38540576 0.41134483 0.44212899 0.47720307 0.51533296 0.55512381
 0.59570321 0.63569592 0.67479079 0.71225647]"
190.0,309.0,"[0.10714176 0.10983923 0.11245679 0.11625436 0.11864988 0.12149967
 0.12468428 0.12811    0.13162857 0.13526128 0.13881219 0.14246089
 0.14596122 0.14934515 0.15255793 0.15589467 0.15964781 0.16415484
 0.1696731  0.17623193 0.18343745 0.19137783 0.19929115 0.20032547
 0.19443539 0.18838823 0.18270165 0.1775256  0.17283062 0.16864692
 0.16493507 0.16051881 0.15755313 0.15446527 0.15152004 0.14840942
 0.14580928 0.14247934 0.1399284  0.1373082  0.13470751 0.13241281
 0.13026829 0.12827865 0.12664737 0.12529678 0.12350054 0.12249908
 0.12043205 0.11923389 0.1180212  0.11818195 0.11972892 0.1196897
 0.12083307 0.12208591 0.12302213 0.12418773 0.12542758 0.12658016
 0.12647908 0.12602526 0.1251973  0.12370355 0.12238348 0.12096702
 0.11964314 0.11809495 0.11694345 0.11617444 0.1154776  0.11479935
 0.11414347 0.11352445 0.11352482 0.11286213 0.11223188 0.11164684
 0.11109853 0.11044786 0.10971727 0.10892702 0.10797133 0.1068822
 0.10550243 0.10402801 0.10259764 0.10129857 0.10020265 0.09941966
 0.09847104 0.09772101 0.09716185 0.09677483 0.09654054 0.09644412
 0.09602452 0.09598706 0.09590377 0.09596496]","[0.4069738  0.33734071 0.26724223 0.20063804 0.15264047 0.14506339
 0.17283617 0.20797345 0.23570368 0.2521882  0.2580187  0.25629942
 0.25045491 0.24339725 0.23609955 0.22803137 0.21898671 0.20982998
 0.20050627 0.1870771  0.16218772 0.11901172 0.057503   0.05871951
 0.12320827 0.17062626 0.20125261 0.22134352 0.23728453 0.25316332
 0.27005964 0.28655938 0.30097549 0.31343898 0.32338961 0.33215296
 0.3406941  0.35025541 0.3596701  0.36901669 0.37594434 0.37984773
 0.37687795 0.36620573 0.34661393 0.31729717 0.27830026 0.23004827
 0.17546392 0.1155741  0.05315255 0.05708915 0.12850697 0.19083895
 0.23925423 0.27423866 0.29739023 0.31066606 0.31747129 0.31833553
 0.31519325 0.30787174 0.29461167 0.27309783 0.24046893 0.19479003
 0.13582628 0.07176834 0.07244405 0.13715171 0.1956084  0.23940619
 0.26854919 0.28472863 0.29081707 0.28942203 0.28392351 0.27575389
 0.26372139 0.24467678 0.21607609 0.1796362  0.14854553 0.14932448
 0.18296156 0.22356148 0.25743413 0.28226587 0.30081592 0.31806636
 0.33906858 0.36696332 0.40205785 0.44272156 0.48670555 0.53196452
 0.57750049 0.62158034 0.66400436 0.70412199]"
310.0,839.0,"[0.10688184 0.11013111 0.11256733 0.11569268 0.1182033  0.12108612
 0.12412383 0.127446   0.13078302 0.13423261 0.13756905 0.14102155
 0.14420868 0.14724834 0.15019598 0.15320985 0.15659421 0.1608235
 0.16634995 0.17313957 0.18054444 0.18778185 0.19355633 0.19507322
 0.19235356 0.18795262 0.18318103 0.17850876 0.17400336 0.16978032
 0.1658801  0.16164177 0.15808888 0.15475727 0.1518515  0.14875036
 0.14536059 0.14226737 0.13955037 0.13627256 0.13362062 0.13102181
 0.12888263 0.12671841 0.12501504 0.12331978 0.12180835 0.12032735
 0.11915274 0.11880249 0.117976   0.11771228 0.11819795 0.11734045
 0.11802282 0.11888317 0.11953725 0.12042587 0.1212872  0.12237625
 0.12244412 0.12206689 0.12100875 0.11994393 0.11884038 0.1176377
 0.11640425 0.11513954 0.11420865 0.11365036 0.11310888 0.11256266
 0.11202309 0.11195995 0.11136162 0.1107804  0.11026046 0.10983254
 0.10940869 0.10904635 0.10859339 0.10810791 0.10757426 0.10653429
 0.10503725 0.10350804 0.10205342 0.10074147 0.0996475  0.09885429
 0.09798973 0.09736214 0.09694637 0.09670497 0.09660761 0.09627153
 0.09623801 0.09629061 0.09628805 0.09641896]","[0.39062903 0.31532127 0.23601629 0.15283558 0.0755208  0.07234553
 0.13518859 0.19143548 0.23243144 0.25858677 0.27165362 0.27436841
 0.26907709 0.25764534 0.24105751 0.2201619  0.1975705  0.17918397
 0.17049569 0.16755499 0.15906506 0.1388281  0.11632793 0.1212406
 0.15536016 0.19086819 0.21705363 0.23453959 0.24703473 0.25808217
 0.26936175 0.27981207 0.2892254  0.29598191 0.30005007 0.30251917
 0.30660864 0.31387482 0.32399778 0.336339   0.34707538 0.35432713
 0.35469246 0.34679129 0.32900966 0.30039443 0.26060195 0.21098382
 0.15436298 0.10291647 0.07890072 0.09773555 0.14786653 0.20325294
 0.25102217 0.28820264 0.31484273 0.33199442 0.34133913 0.34411505
 0.34213393 0.3324477  0.31577275 0.28906084 0.25151425 0.20074424
 0.1358516  0.06109266 0.06010385 0.13110281 0.18942715 0.23045406
 0.25486475 0.2647936  0.2630842  0.2545957  0.244594   0.23616871
 0.22713111 0.2109157  0.18072005 0.1326294  0.07286462 0.07325205
 0.13540986 0.18790063 0.22326434 0.24385316 0.25547494 0.26644985
 0.28510042 0.31565587 0.35688929 0.40492166 0.45600225 0.50781627
 0.5583134  0.60659202 0.65234286 0.69506152]"
180.0,149.0,"[0.10707297 0.10928888 0.11176105 0.11511709 0.11761294 0.12056643
 0.12372512 0.12689229 0.13009786 0.13337975 0.13654014 0.13965761
 0.14261863 0.14539194 0.14798799 0.15048945 0.15313781 0.15657797
 0.16188267 0.16894212 0.17627349 0.1829437  0.18773591 0.18973222
 0.18882456 0.18589674 0.18226812 0.17833217 0.17436601 0.17048923
 0.16660164 0.16229615 0.15882261 0.15524923 0.15181758 0.14851056
 0.14500172 0.1416725  0.13866022 0.13563661 0.13237812 0.12965894
 0.12714779 0.12501454 0.12299314 0.1213639  0.11957245 0.11882108
 0.11831685 0.11864347 0.1180532  0.11715806 0.11685999 0.11523973
 0.11543181 0.11591686 0.11659367 0.1169669  0.11765145 0.11855125
 0.11851781 0.11776161 0.11735796 0.11656351 0.11554414 0.11459379
 0.1136817  0.11273395 0.11220985 0.11152593 0.11101453 0.11054217
 0.11040288 0.10986422 0.10930245 0.108761   0.10831565 0.10799526
 0.10781596 0.10771118 0.10750207 0.10724198 0.10691048 0.10596918
 0.10449658 0.10299796 0.10155583 0.10023594 0.0991259  0.09831284
 0.09753668 0.09706146 0.09682053 0.09674517 0.09679511 0.09649714
 0.09656717 0.09670935 0.09678631 0.09698542]","[0.38812289 0.31345366 0.2330164  0.1473764  0.06257133 0.06088838
 0.13381116 0.19494453 0.23998173 0.269605   0.28528669 0.28897421
 0.28204552 0.2655304  0.23985526 0.2055786  0.16584732 0.13249324
 0.12660431 0.143849   0.15912697 0.16374547 0.1643986  0.17314521
 0.19235939 0.21330226 0.22925995 0.2389152  0.24459799 0.24963593
 0.25611578 0.26303139 0.26906365 0.27115903 0.26877756 0.26420923
 0.26259162 0.26818917 0.28093166 0.29777643 0.31437139 0.32636483
 0.33240797 0.32886745 0.31461924 0.28834549 0.24984181 0.19720367
 0.13330018 0.06646664 0.06028312 0.11289837 0.16867281 0.22189854
 0.26794563 0.30502908 0.33275038 0.35182974 0.36291513 0.36684685
 0.36382501 0.35446122 0.3383726  0.31150821 0.27455295 0.22868633
 0.17701166 0.13415549 0.13099283 0.16552375 0.20509651 0.23410061
 0.24837751 0.24763327 0.23448705 0.21459136 0.19710364 0.18991972
 0.18975864 0.18413157 0.16244854 0.11942417 0.0574149  0.05816369
 0.12365852 0.17229674 0.200224   0.21008203 0.2086082  0.20800636
 0.22277102 0.25853104 0.30929981 0.36694884 0.4261293  0.48454342
 0.54006781 0.59221694 0.6409304  0.68591197]"
170.0,559.0,"[0.10636505 0.10860465 0.11108891 0.11379057 0.11715143 0.11989434
 0.12275809 0.12581355 0.1289665  0.1325634  0.13568056 0.13864173
 0.14142656 0.14398344 0.14627466 0.1482817  0.15003381 0.15189385
 0.15685791 0.16477202 0.17218569 0.1784654  0.18297717 0.18500156
 0.18506555 0.18347227 0.18080551 0.17755983 0.17402794 0.17039234
 0.16718317 0.16293456 0.15905211 0.15533022 0.15175747 0.14830751
 0.14489702 0.14115611 0.13780232 0.13447265 0.13143238 0.12835301
 0.12553669 0.12330944 0.12106092 0.11937125 0.11776126 0.1171771
 0.11693959 0.11739259 0.117141   0.11599584 0.11530945 0.11317294
 0.11298305 0.11313799 0.11358268 0.11413162 0.11478786 0.11468775
 0.11458036 0.11424262 0.11375231 0.11336245 0.11265247 0.11184974
 0.111163   0.1104632  0.10986365 0.10968317 0.10916424 0.1089539
 0.10846787 0.10794994 0.10739891 0.10684752 0.10640044 0.10622305
 0.10632988 0.10649643 0.10648976 0.10634711 0.10596148 0.10513423
 0.10388457 0.10252867 0.10115106 0.09983825 0.09868455 0.09780444
 0.09712121 0.09685831 0.096832   0.09693594 0.09674866 0.09685996
 0.09702864 0.09725587 0.09740864 0.0976722 ]","[0.40155526 0.33174785 0.25966698 0.19043247 0.1392498  0.13569932
 0.17428197 0.22075197 0.2594884  0.28632452 0.30064294 0.30265971
 0.29295388 0.27176489 0.23877835 0.19324405 0.13490054 0.07097097
 0.06843181 0.12120775 0.16062097 0.18381286 0.19767321 0.20917315
 0.22103114 0.23075163 0.23524393 0.23401347 0.22974878 0.2271044
 0.22957159 0.23611728 0.24165668 0.24106662 0.23222602 0.21815213
 0.20789476 0.21201815 0.23028352 0.25490863 0.27875557 0.29819004
 0.30996843 0.31316518 0.30439198 0.28280588 0.24773372 0.19792588
 0.13429453 0.06061539 0.06061022 0.13073564 0.19154632 0.2440005
 0.28793464 0.32352388 0.35074258 0.37003314 0.38208705 0.38742852
 0.38537474 0.37636439 0.36013815 0.33852633 0.30711143 0.2699405
 0.23318262 0.20652254 0.20098985 0.21494594 0.23461397 0.24829338
 0.24954639 0.23606187 0.20839823 0.1713037  0.13892138 0.13408037
 0.15170904 0.16436128 0.15962122 0.1382261  0.11386856 0.11642194
 0.14689642 0.17595872 0.18919614 0.18341899 0.16242537 0.14172909
 0.15146795 0.19956914 0.26496072 0.33382539 0.40135582 0.46519328
 0.5247935  0.57991472 0.63081131 0.67741427]"
800.0,900.0,"[0.105846   0.10810664 0.11060247 0.11330608 0.11688674 0.11956951
 0.12230888 0.12526454 0.12823615 0.13109978 0.13414773 0.13711523
 0.14063916 0.143137   0.14536363 0.14719849 0.14865721 0.14998929
 0.15458326 0.16238137 0.16925404 0.17482077 0.17895793 0.18146161
 0.18208307 0.18129018 0.17950811 0.17693855 0.17395887 0.17066001
 0.16721843 0.16356199 0.15896714 0.15498942 0.15142512 0.14808971
 0.14460482 0.14089965 0.13691109 0.13322749 0.12994586 0.12711529
 0.12390044 0.12124195 0.11908935 0.11703949 0.11582084 0.11505189
 0.11494175 0.11486293 0.11462213 0.11397168 0.11351566 0.1110549
 0.11061831 0.11053228 0.11073602 0.11119089 0.11125468 0.11143608
 0.11133194 0.11102853 0.11063202 0.11016915 0.10971735 0.10941981
 0.10883685 0.10831153 0.10787935 0.10800032 0.10771868 0.10720128
 0.10674025 0.10625656 0.10572969 0.10513463 0.1045705  0.10456172
 0.10507121 0.10551512 0.10568272 0.10563317 0.10526719 0.10453146
 0.10340778 0.10220318 0.10092699 0.09965902 0.09860649 0.09737752
 0.09679128 0.09686079 0.09706138 0.0973285  0.09716884 0.0973812
 0.09763718 0.09794091 0.0981635  0.0981876 ]","[0.42701825 0.36531886 0.30513808 0.25269476 0.21827531 0.21246682
 0.23126449 0.26053513 0.28819894 0.30799692 0.31789068 0.31664681
 0.30429023 0.27993496 0.24350438 0.19430173 0.13171122 0.05938927
 0.05806991 0.12182112 0.1692344  0.20034578 0.22018219 0.23279669
 0.24000241 0.24096814 0.23432696 0.22031619 0.20273249 0.18975148
 0.18949578 0.20020339 0.21039552 0.21045113 0.19563752 0.1684228
 0.14273821 0.14487166 0.17457247 0.20968826 0.24207688 0.26950849
 0.28968479 0.30045391 0.29897327 0.28474947 0.25711179 0.21758068
 0.17086605 0.13185807 0.13342965 0.17459635 0.22424357 0.27064127
 0.31020708 0.34272049 0.3681015  0.38655595 0.39957944 0.40512793
 0.40433532 0.39724023 0.38393055 0.36469017 0.34048179 0.31545405
 0.28878048 0.26992904 0.26243272 0.26488891 0.26983079 0.26979918
 0.25900697 0.23384909 0.19261489 0.13564681 0.0717702  0.0693785
 0.11932282 0.15119701 0.16200157 0.15933975 0.15505986 0.16067937
 0.17600939 0.18910644 0.1887785  0.16864819 0.12672657 0.07093837
 0.07537804 0.15235983 0.23440865 0.3122644  0.3852826  0.45246998
 0.51426911 0.57087632 0.62278588 0.67025444]"
240.0,239.0,"[0.10551345 0.10779273 0.11029903 0.11300435 0.11650747 0.11997394
 0.12273556 0.12551899 0.12838774 0.13117289 0.13413781 0.13703124
 0.13980373 0.14237597 0.14540535 0.14744835 0.14940869 0.15188109
 0.156138   0.16204613 0.16756488 0.17248676 0.17619392 0.17851879
 0.17946929 0.17914583 0.17787204 0.17588919 0.17332562 0.17036272
 0.1670112  0.16332799 0.15889904 0.15497939 0.15122502 0.14765058
 0.14423902 0.14023432 0.13581704 0.131777   0.12832818 0.12515324
 0.12219594 0.11934914 0.11691847 0.11516248 0.11379429 0.1128104
 0.11273579 0.11234397 0.11203317 0.11162855 0.1114538  0.10895041
 0.10833782 0.10809222 0.10772462 0.10848291 0.1086645  0.10847973
 0.10837982 0.10811258 0.10780464 0.10752002 0.10715306 0.1068327
 0.1068488  0.10630493 0.1064521  0.10664499 0.10612362 0.10566928
 0.10521507 0.10480931 0.10437696 0.10381428 0.1033529  0.10351843
 0.10426489 0.10489158 0.10519816 0.10523087 0.10490158 0.1042296
 0.10328529 0.10210755 0.10096544 0.09982393 0.09872852 0.09754331
 0.09705753 0.09728367 0.09759815 0.0975299  0.09778571 0.0980754
 0.09840269 0.0987717  0.0990565  0.09903174]","[0.46032923 0.40724975 0.35775756 0.31680534 0.28979519 0.28103828
 0.28839655 0.30421495 0.32074209 0.33241903 0.33663204 0.33143971
 0.31614058 0.29050082 0.25509846 0.21021521 0.16051496 0.11998832
 0.11703342 0.14886427 0.18532361 0.21474641 0.23542952 0.24770998
 0.25152613 0.2458391  0.22930743 0.20169439 0.16644232 0.13658873
 0.13519485 0.15927587 0.18146132 0.18649126 0.1688381  0.12760523
 0.07134768 0.0712566  0.12259948 0.16561048 0.20519896 0.24192043
 0.2716323  0.29084017 0.29852648 0.292953   0.27572614 0.24966791
 0.2213023  0.20161063 0.20407826 0.22877219 0.26387835 0.30060355
 0.33350413 0.36140241 0.38492514 0.40212513 0.41353806 0.41992434
 0.42072933 0.41621127 0.40662085 0.39248609 0.37474754 0.35544309
 0.33975806 0.32454115 0.31586915 0.31150912 0.30658942 0.29666629
 0.27710943 0.24466217 0.19721433 0.13414958 0.06025618 0.05644192
 0.11183888 0.1454102  0.16069481 0.16745189 0.17428928 0.18511703
 0.19752589 0.20440979 0.19795922 0.1725673  0.12526738 0.05958227
 0.06223495 0.14617464 0.22988552 0.30860864 0.38123852 0.44814082
 0.50955865 0.56575354 0.61724554 0.66446378]"
200.0,200.0,"[0.10698304 0.10856793 0.11109509 0.11380358 0.1166653  0.12029983
 0.12289658 0.12562341 0.12844444 0.13119352 0.13414455 0.13704342
 0.1401936  0.1428867  0.14548315 0.1480483  0.15109346 0.15408003
 0.15799612 0.16259561 0.167066   0.17113247 0.17430075 0.17637628
 0.17733461 0.17733005 0.17641387 0.17473621 0.17254516 0.16994357
 0.16666877 0.16286908 0.1585585  0.1545193  0.15062972 0.146997
 0.14343927 0.13906948 0.13414316 0.12987862 0.12656891 0.12310044
 0.12021648 0.11757818 0.11519437 0.11331063 0.11177638 0.11057777
 0.11037097 0.1100045  0.10961604 0.10931766 0.1075148  0.10688236
 0.10579035 0.10559827 0.10525563 0.10575074 0.10579554 0.10577627
 0.10566288 0.10552888 0.10526651 0.10501721 0.10480525 0.10466276
 0.1046269  0.1051282  0.10463731 0.10507467 0.10463796 0.1042648
 0.1039355  0.10359279 0.10316574 0.10294388 0.1029028  0.10325053
 0.10393973 0.10465213 0.10508462 0.10517978 0.10485924 0.10421075
 0.10334489 0.10226231 0.10128653 0.10035682 0.09929899 0.09847724
 0.09809543 0.09816456 0.09805551 0.09830291 0.09860309 0.09894556
 0.09932781 0.09975062 0.09975469 0.09999964]","[0.49701362 0.45079969 0.40940028 0.37558916 0.35257915 0.34113589
 0.34076419 0.34657942 0.35359082 0.35747224 0.3558377  0.34658911
 0.32881328 0.30269767 0.26900195 0.23030695 0.19223938 0.16516951
 0.1596482  0.17484975 0.19966868 0.22462544 0.24443947 0.25633793
 0.25838864 0.24874219 0.22551862 0.18708656 0.133066   0.0712587
 0.07009401 0.12480725 0.16318931 0.17585838 0.16145    0.12018372
 0.05725356 0.04965989 0.08799366 0.12191664 0.16853096 0.21719699
 0.25782449 0.28652367 0.30272817 0.30634229 0.29948861 0.28561959
 0.27042303 0.26114602 0.26395399 0.27960622 0.30371907 0.33016668
 0.35668927 0.37926328 0.39825671 0.41163497 0.42251668 0.42942956
 0.43222744 0.43098873 0.4255348  0.41660919 0.40506023 0.39219887
 0.37963524 0.37236122 0.36216007 0.35418892 0.34342403 0.32750327
 0.30329711 0.26866157 0.22342225 0.17114657 0.12569118 0.11391805
 0.1292896  0.1423033  0.1484505  0.15681894 0.17274977 0.19275432
 0.21038855 0.21964614 0.21553717 0.19573852 0.16260923 0.13107691
 0.13643751 0.18632177 0.25349492 0.32271842 0.38949461 0.45229613
 0.51064946 0.56446637 0.61425745 0.65996313]"
