X,Y,por_kmap,por_vmap
200.0,900.0,"[0.1238883  0.12460426 0.12613256 0.12748158 0.1290907  0.13094801
 0.13304769 0.13538185 0.13764678 0.14086406 0.14383707 0.14666936
 0.14934494 0.15203308 0.15428149 0.1565433  0.15889242 0.16232787
 0.1666681  0.17024144 0.17241905 0.17317263 0.17287085 0.17188169
 0.17013841 0.16828796 0.16620417 0.16395946 0.16118188 0.15811565
 0.15476693 0.1510247  0.14798972 0.1449839  0.14175295 0.13841928
 0.13495449 0.1314166  0.12752257 0.12368763 0.11996508 0.11499847
 0.11094766 0.10747117 0.10530273 0.10255107 0.1001541  0.0977703
 0.09700054 0.0951064  0.0943638  0.09272034 0.09117387 0.08989245
 0.08881124 0.08845614 0.08844239 0.08896364 0.08885537 0.08928879
 0.09008655 0.08977811 0.09019645 0.09141718 0.09123676 0.09120799
 0.09169007 0.09297666 0.09323805 0.09314474 0.09334363 0.09285301
 0.09350873 0.09427704 0.09583184 0.09697729 0.09797004 0.09903482
 0.10018115 0.10147632 0.10217679 0.10289598 0.10363344 0.10439061
 0.10517055 0.10597751 0.10695336 0.10756914 0.10827126 0.10902645
 0.10983419 0.11069091 0.11203913 0.11280047 0.11354283 0.11423632
 0.1148407  0.11530669 0.11553075 0.11554919]","[0.66709069 0.63652636 0.60052927 0.56422793 0.52412711 0.47960624
 0.43024113 0.37580544 0.31636329 0.253404   0.19267776 0.14641761
 0.13377822 0.14330989 0.14275221 0.11644787 0.06768661 0.06374487
 0.10423143 0.13173484 0.1565965  0.18794953 0.22175215 0.25109108
 0.27130246 0.28053811 0.27763696 0.2619429  0.23340744 0.19123716
 0.13523608 0.07216766 0.07290536 0.14092093 0.20692475 0.26316671
 0.30971513 0.34770786 0.37720106 0.40129771 0.42014148 0.43380765
 0.44435514 0.45137712 0.45477508 0.45558905 0.4532304  0.447561
 0.43853394 0.42252632 0.40036615 0.37042735 0.33254387 0.28657512
 0.23354851 0.1776934  0.13471046 0.1369269  0.18626794 0.25176574
 0.31734936 0.37964727 0.43564715 0.48433831 0.52821904 0.56553702
 0.59693803 0.62356133 0.64358874 0.65851941 0.66912966 0.67598715
 0.67886449 0.67869368 0.68111421 0.67475604 0.66756562 0.65838294
 0.64937683 0.64118536 0.63431576 0.62907131 0.62527856 0.62242774
 0.61974929 0.61632822 0.61212091 0.60422079 0.59304634 0.57818
 0.55944511 0.53692736 0.51187871 0.48279169 0.45251235 0.42309084
 0.39742365 0.37919196 0.37236041 0.37958967]"
50.0,729.0,"[0.12559306 0.12615842 0.12771188 0.12890477 0.1303368  0.13201747
 0.13394604 0.13612061 0.13853625 0.14115256 0.14413783 0.14705655
 0.14962531 0.15168953 0.15368807 0.1557029  0.15771066 0.16091356
 0.16502915 0.16834135 0.17053132 0.17162863 0.17159916 0.17084277
 0.16957636 0.16766056 0.1657118  0.16377999 0.16116512 0.15822357
 0.15474065 0.15147963 0.14829705 0.14546915 0.14235046 0.13896909
 0.13549184 0.13128302 0.12794079 0.12411822 0.1203811  0.11671917
 0.11284561 0.10759424 0.10548333 0.10271709 0.09993555 0.09884517
 0.09665035 0.0947443  0.093853   0.09184259 0.09056842 0.08936667
 0.08845681 0.08809627 0.08815526 0.08795189 0.08838938 0.08866235
 0.08946724 0.08952553 0.09024587 0.09116158 0.09122111 0.09152875
 0.09209775 0.09342361 0.0937358  0.09366416 0.09390745 0.09419299
 0.09360494 0.0943579  0.095481   0.09687219 0.09790297 0.09970792
 0.10038437 0.10108999 0.1018228  0.10258167 0.10336654 0.10417866
 0.10502039 0.10589497 0.10700704 0.10786984 0.10866632 0.10951853
 0.11042631 0.11138702 0.11276404 0.11363035 0.11448687 0.11530364
 0.11603486 0.11661477 0.11696428 0.11696229]","[0.65006143 0.62027723 0.58709022 0.55152372 0.51173372 0.46703205
 0.41670186 0.36005313 0.29650847 0.22525126 0.14859069 0.07439854
 0.06810441 0.11128    0.12748027 0.10773942 0.05610637 0.05692311
 0.11327245 0.15198511 0.18102124 0.20826637 0.23475054 0.25739168
 0.27264916 0.27772402 0.27166382 0.2538101  0.22375693 0.18151837
 0.12538279 0.0579137  0.05953872 0.13446235 0.20234158 0.25953709
 0.30662959 0.34399981 0.37398114 0.39744971 0.41523115 0.42813285
 0.43732442 0.44207406 0.44435864 0.44446439 0.44225542 0.43870688
 0.43022332 0.41746652 0.39964356 0.37505355 0.34447185 0.30816268
 0.26853548 0.23134235 0.20819048 0.21216207 0.24448067 0.29252403
 0.34682368 0.40123492 0.4524873  0.49925538 0.54086338 0.57718855
 0.60831287 0.63501847 0.65565714 0.67152001 0.68340272 0.69157519
 0.69679622 0.69849081 0.69803205 0.70021729 0.69378164 0.68671755
 0.67914848 0.67204136 0.6657276  0.66029469 0.65555799 0.65107209
 0.64618063 0.64009082 0.63198001 0.62202182 0.60705015 0.58788287
 0.56420326 0.53592279 0.50381425 0.46683703 0.42737672 0.38753229
 0.35071419 0.32201792 0.30773713 0.31300782]"
680.0,739.0,"[0.12618591 0.12862882 0.12939964 0.13040065 0.13162003 0.13308524
 0.13480022 0.1367676  0.1389869  0.14164236 0.14424128 0.1469492
 0.14925033 0.15112151 0.15312546 0.15528049 0.15770302 0.1607826
 0.16420258 0.16715104 0.16917438 0.17019164 0.17031625 0.1697529
 0.16869743 0.16728401 0.16530425 0.16335691 0.16131542 0.15841943
 0.15587546 0.15274538 0.14958493 0.14645306 0.14323518 0.1398159
 0.13577109 0.13226509 0.12835468 0.12449201 0.12069734 0.1170121
 0.11314487 0.11049051 0.1059751  0.10448621 0.10141746 0.09871294
 0.09645811 0.09458123 0.09344844 0.09146157 0.09017748 0.08903204
 0.08846619 0.08793594 0.08804668 0.08760752 0.08793992 0.08854876
 0.08910247 0.09018303 0.09027299 0.08982499 0.0910388  0.09163487
 0.09310882 0.09349143 0.09384401 0.09381523 0.09411554 0.09446008
 0.09484918 0.09450262 0.09548104 0.09416724 0.0957681  0.09630645
 0.09691886 0.09760388 0.09836035 0.09918761 0.10008579 0.10105586
 0.10209959 0.10579769 0.10677043 0.10804046 0.10899371 0.10993335
 0.1109319  0.11241841 0.11336522 0.11433154 0.11530274 0.11625359
 0.11713917 0.11787871 0.11834359 0.1184065 ]","[0.63086837 0.60183368 0.5714469  0.53768039 0.49975636 0.45686737
 0.40820542 0.35298768 0.29050812 0.22001503 0.14219352 0.06135778
 0.05754732 0.11158775 0.13626368 0.13133977 0.11253451 0.11356087
 0.13938185 0.16733606 0.19224883 0.21617728 0.23909072 0.25828952
 0.2704278  0.27298294 0.26456499 0.24571627 0.21759294 0.18224431
 0.1435203  0.11295202 0.11830437 0.16126907 0.21424699 0.2639744
 0.30612364 0.34092973 0.36880285 0.39021966 0.4059246  0.41663455
 0.42354558 0.42748751 0.42825447 0.4284191  0.42635648 0.42331524
 0.41814136 0.41006729 0.39808419 0.38090058 0.35916828 0.33367003
 0.30676384 0.28408479 0.27221221 0.27788859 0.30111059 0.33766768
 0.38139731 0.42711621 0.47223768 0.5158241  0.55372806 0.58799614
 0.61881017 0.64376624 0.66441334 0.68074493 0.69350268 0.70288184
 0.70922525 0.71360892 0.71694263 0.71657363 0.711733   0.70569251
 0.6994048  0.69326887 0.68751268 0.68215556 0.67699152 0.67159886
 0.66537449 0.6595886  0.64908882 0.63542588 0.61890544 0.59611452
 0.5681697  0.53559451 0.49626011 0.4519093  0.40340759 0.3524998
 0.30257088 0.25999252 0.23517021 0.23861473]"
510.0,749.0,"[0.1277638  0.12935356 0.13119548 0.13196362 0.13293935 0.13414738
 0.13560344 0.13731297 0.13952805 0.14161735 0.14392758 0.14636025
 0.14817391 0.15026839 0.15246399 0.15487084 0.15756967 0.16064436
 0.16377832 0.16648088 0.16830772 0.16914287 0.16916014 0.16857609
 0.16758945 0.16633582 0.16472278 0.16315452 0.16135751 0.15938005
 0.15667007 0.15361755 0.15040729 0.14713021 0.14378157 0.1403446
 0.13648531 0.13260025 0.12871562 0.12483127 0.12102597 0.11732717
 0.11415281 0.11093663 0.10910761 0.10591015 0.10180577 0.09925296
 0.09691742 0.09496631 0.09317349 0.09123494 0.08959023 0.08913544
 0.08847263 0.08795777 0.08739294 0.08735772 0.08773065 0.08846389
 0.08897863 0.09005634 0.0913336  0.08988693 0.09070023 0.09213359
 0.09329187 0.09370314 0.09408867 0.09409697 0.09444521 0.0923573
 0.09275297 0.09302981 0.09338102 0.09418481 0.09465884 0.09521008
 0.09583777 0.09654115 0.09731957 0.09817268 0.09910059 0.10010393
 0.10118391 0.10234217 0.10358073 0.10499747 0.10673686 0.11026383
 0.11180958 0.11279761 0.11381977 0.11487144 0.11594447 0.11702388
 0.11807895 0.11903641 0.11970778 0.11977703]","[0.60817373 0.58137365 0.55339268 0.52266966 0.4881911  0.44913385
 0.40481475 0.3547741  0.29862642 0.23855878 0.17805084 0.13112935
 0.12414295 0.14675029 0.16373447 0.16472313 0.15691209 0.15354135
 0.15959725 0.17181922 0.18896345 0.21060196 0.23347819 0.25272759
 0.26414945 0.26515662 0.25488319 0.23466358 0.20794538 0.18010037
 0.1578664  0.14901353 0.16055878 0.19131209 0.23122172 0.27142459
 0.30690693 0.33710003 0.36126857 0.37962203 0.39243407 0.40021946
 0.404353   0.40539421 0.40595492 0.4048569  0.4022407  0.40185739
 0.40119108 0.39911845 0.39433483 0.38562352 0.3731059  0.35774426
 0.34237394 0.33033871 0.32603326 0.33257145 0.35143652 0.38046492
 0.41556191 0.45370944 0.49213592 0.53144535 0.56697545 0.59777987
 0.62656639 0.65048763 0.67067875 0.68702956 0.70020709 0.70849954
 0.71563837 0.72014645 0.72542535 0.72809598 0.7242196  0.71952051
 0.71442727 0.70924683 0.70412748 0.69903282 0.69373218 0.68780959
 0.68068962 0.6716743  0.6599834  0.64485895 0.62731999 0.60368382
 0.57340537 0.53552246 0.49135827 0.4409341  0.38459254 0.32326596
 0.25921205 0.19822802 0.15566819 0.15764976]"
680.0,859.0,"[0.12988184 0.13079417 0.13179922 0.13360059 0.13429832 0.13520625
 0.13635868 0.13776397 0.13962294 0.14140826 0.1434068  0.14536537
 0.14743494 0.14951208 0.151572   0.15431702 0.15722189 0.16039324
 0.16353433 0.16615226 0.16777948 0.1683272  0.16809088 0.16734674
 0.1664764  0.16546488 0.16433341 0.16299529 0.16190243 0.15989608
 0.15739609 0.15445182 0.15122355 0.14785157 0.14441184 0.14040493
 0.13687029 0.13297879 0.12908861 0.12522619 0.12139825 0.11768143
 0.11423825 0.11253072 0.10908543 0.10586764 0.10292472 0.09991264
 0.09732902 0.09578477 0.09376976 0.09179492 0.08994105 0.08923281
 0.08864522 0.08832379 0.08729168 0.08732306 0.08771362 0.08845696
 0.08921444 0.09017923 0.09011335 0.09015713 0.09098908 0.0926968
 0.09362921 0.0940641  0.09239826 0.0920407  0.09207135 0.09244295
 0.09268462 0.09399127 0.09398454 0.09324566 0.09372464 0.09428279
 0.09491994 0.09563579 0.09643    0.09730231 0.09825265 0.09928123
 0.10038857 0.10157552 0.10284322 0.10430475 0.10604552 0.10812199
 0.10945789 0.11086225 0.11410808 0.11521964 0.11636363 0.11753554
 0.11872702 0.11991568 0.12098161 0.12105827]","[0.58061417 0.55724067 0.53271291 0.50599507 0.4763538  0.4428211
 0.40492232 0.36265663 0.31658631 0.26975782 0.22678755 0.19673489
 0.18707273 0.19249466 0.19799416 0.19541186 0.18535183 0.17250136
 0.16136579 0.15733163 0.16727056 0.19081551 0.21865888 0.24172592
 0.25464842 0.25497716 0.24230754 0.21856119 0.18853851 0.16220616
 0.15098308 0.15827087 0.17967382 0.20980144 0.24348927 0.27600978
 0.30544646 0.33043967 0.35047781 0.3652923  0.374797   0.3791087
 0.38004027 0.37767853 0.37391142 0.37146229 0.37183188 0.37353219
 0.37851427 0.38379418 0.38706476 0.38740957 0.38399273 0.37848845
 0.37240446 0.36829641 0.3690558  0.37702402 0.39317812 0.41674077
 0.44602332 0.47743012 0.51172346 0.54506991 0.57690981 0.60726075
 0.63181393 0.65442118 0.67256452 0.68806341 0.70072118 0.71086128
 0.71830914 0.72648206 0.72851748 0.73327649 0.73049779 0.72690899
 0.72287471 0.71863598 0.71428034 0.70972339 0.70470451 0.69879685
 0.69142954 0.68191733 0.6694922  0.65342439 0.63283677 0.60987291
 0.57666467 0.53687796 0.49108197 0.43677675 0.375264   0.30663641
 0.23134788 0.15104854 0.07547828 0.07622133]"
450.0,219.0,"[0.13258738 0.13233057 0.13310407 0.13394929 0.13569714 0.13626829
 0.13707478 0.13813633 0.13961065 0.14107203 0.14271133 0.1443776
 0.14640971 0.14859415 0.15096385 0.15361671 0.15631766 0.15970202
 0.16310128 0.16598875 0.16745181 0.16743354 0.16649977 0.16574283
 0.16487465 0.16405149 0.16328834 0.16216198 0.16115465 0.15998473
 0.15771589 0.15474594 0.15180014 0.14840437 0.14494221 0.14117469
 0.13733454 0.13340053 0.12951941 0.12565484 0.12159283 0.11851842
 0.11626738 0.11257995 0.10907496 0.10581758 0.10289011 0.10044248
 0.09770545 0.09606545 0.09398363 0.09216906 0.0910166  0.09022924
 0.08894399 0.08790231 0.08739463 0.08746809 0.0878938  0.08866643
 0.08949389 0.08944268 0.0903387  0.0914817  0.09149225 0.09307151
 0.09227581 0.09229908 0.0923352  0.09214705 0.09214651 0.09222599
 0.09359276 0.0935709  0.09358282 0.0921331  0.0929612  0.09351987
 0.09416024 0.09488233 0.09568597 0.0965708  0.09753641 0.09858242
 0.09970858 0.1009148  0.10229523 0.10369541 0.10569018 0.10759373
 0.10894328 0.11035625 0.11183238 0.11337125 0.11652604 0.11772297
 0.11894253 0.12017259 0.12134261 0.12142749]","[0.54954167 0.52892426 0.50861374 0.48703316 0.46309599 0.43625086
 0.40595054 0.37251243 0.33697296 0.30217206 0.27157224 0.24969524
 0.23852306 0.23454676 0.23076877 0.2209605  0.20277125 0.1767547
 0.14532478 0.11959443 0.12421769 0.15933771 0.19872367 0.22858469
 0.24430438 0.24442023 0.22889758 0.19854609 0.1582514  0.12231135
 0.11755688 0.14485834 0.18107158 0.2160618  0.24774774 0.27508617
 0.29895977 0.31913923 0.3352726  0.34686158 0.35320771 0.35403877
 0.35017812 0.34241608 0.33431382 0.32950299 0.33080056 0.33880229
 0.3496706  0.36352025 0.37607073 0.38573069 0.39096823 0.39409965
 0.39587303 0.39782612 0.40244198 0.4113792  0.42570474 0.44529644
 0.46936969 0.49795766 0.52584595 0.55462769 0.58324685 0.61059636
 0.63255224 0.65324115 0.67116491 0.68602787 0.6986358  0.70856262
 0.71964381 0.72396956 0.72656555 0.72867694 0.73059595 0.72792738
 0.7248633  0.72160043 0.71817936 0.71447177 0.71018127 0.70485663
 0.69791431 0.68866588 0.67641171 0.66025651 0.64045513 0.6165327
 0.58292207 0.54257973 0.49513646 0.44033114 0.37872888 0.30852027
 0.23109075 0.14728465 0.06283006 0.06277873]"
930.0,909.0,"[0.13382028 0.13440659 0.13495692 0.13504074 0.13565492 0.13636264
 0.13776118 0.13844469 0.13951339 0.14063672 0.14197797 0.14347378
 0.14524358 0.14738831 0.149671   0.1523075  0.15521516 0.15857844
 0.16167802 0.16547451 0.1668923  0.16611362 0.16512088 0.16412138
 0.16323401 0.1625647  0.16173353 0.1612312  0.16077438 0.16034296
 0.1583427  0.15519866 0.1518921  0.14851197 0.14463169 0.1411417
 0.13778894 0.13392347 0.12988239 0.12603186 0.1241393  0.12029222
 0.1162784  0.11250813 0.1089281  0.10562206 0.10267335 0.10025908
 0.09818363 0.09598534 0.09382095 0.09248692 0.09111954 0.09002657
 0.08921622 0.08815187 0.08767257 0.08780194 0.08827926 0.08909879
 0.09000789 0.08979055 0.09098008 0.09195475 0.09133568 0.09155315
 0.09189303 0.09223358 0.0922535  0.09191646 0.09195824 0.09334862
 0.09329998 0.09328568 0.09330719 0.09336607 0.09236424 0.09291669
 0.09355376 0.09427573 0.09508245 0.09597329 0.09694734 0.09800345
 0.09914043 0.10035708 0.10175484 0.1036283  0.10502939 0.10683717
 0.1084271  0.10982754 0.11128049 0.11278284 0.11432921 0.1159091
 0.11870889 0.1197499  0.12051013 0.12060379]","[0.51222562 0.49582517 0.48047419 0.46466338 0.44738783 0.4277017
 0.40524207 0.38051782 0.35451787 0.3294133  0.30724996 0.29020224
 0.27855769 0.26945694 0.25916839 0.24261162 0.21640906 0.17808132
 0.12560561 0.06316186 0.06435808 0.12937608 0.18290324 0.21870383
 0.23654667 0.23665477 0.21876121 0.18285438 0.12919329 0.06413197
 0.0628614  0.12440334 0.17603578 0.21524902 0.24464176 0.26739177
 0.28584857 0.30154064 0.31473709 0.32408954 0.32848047 0.32570294
 0.31649059 0.30234301 0.28763647 0.27853145 0.28040536 0.29434587
 0.3163615  0.33925209 0.36189316 0.37994951 0.39403664 0.40415698
 0.41244972 0.41930722 0.42666194 0.4361345  0.44892416 0.46533342
 0.48516544 0.50962799 0.53480704 0.55920682 0.5845542  0.60820665
 0.63016481 0.64857178 0.66576213 0.68006761 0.6920972  0.7055975
 0.71186526 0.71624212 0.71906737 0.72067045 0.72454303 0.72263046
 0.72048027 0.71826389 0.71598478 0.71347094 0.71038219 0.70622936
 0.70040086 0.69219213 0.68091195 0.66657619 0.64623881 0.62063203
 0.59165129 0.55253643 0.50660635 0.45382538 0.39444565 0.32923608
 0.26057497 0.19262866 0.14228683 0.14192223]"
550.0,9.0,"[0.13513156 0.13550667 0.13579003 0.13606991 0.13635496 0.13669894
 0.13720812 0.13889096 0.13938567 0.14020895 0.14111026 0.1423471
 0.14390404 0.1457734  0.14805707 0.15004852 0.15300726 0.15637179
 0.1599115  0.16332354 0.164675   0.1636653  0.16249994 0.16152994
 0.16079656 0.16009525 0.15977973 0.15957558 0.15943504 0.15938906
 0.15777242 0.15491988 0.15186774 0.14870631 0.14526613 0.14162095
 0.13792132 0.13412585 0.1303082  0.1282654  0.12434124 0.12041654
 0.11632118 0.11244312 0.10875587 0.10592269 0.10286165 0.10026776
 0.09818585 0.09626275 0.09393595 0.0921517  0.09079238 0.08973184
 0.0884469  0.08856385 0.08811278 0.0875112  0.08808944 0.08899853
 0.08872313 0.08998515 0.09102469 0.09134887 0.09189602 0.09140159
 0.09191964 0.09185278 0.09222292 0.09190641 0.09328531 0.09320126
 0.09314995 0.09313369 0.09315531 0.09321768 0.09406562 0.09246872
 0.09309585 0.09381137 0.09461501 0.09550576 0.09648197 0.09754157
 0.09868217 0.10047927 0.1017272  0.10303181 0.10441591 0.10587729
 0.10791439 0.1092834  0.11069019 0.11212747 0.11358335 0.11503663
 0.11644692 0.11899345 0.11953776 0.11972285]","[0.46918998 0.45699397 0.44725733 0.43811336 0.4279011  0.41558155
 0.40082453 0.38366313 0.36599435 0.34847508 0.33263826 0.31939573
 0.30835869 0.29749551 0.28327964 0.26287857 0.23272127 0.19000579
 0.13284396 0.06587929 0.06486754 0.12912401 0.18159377 0.21629833
 0.23339584 0.23324726 0.21595432 0.1811376  0.12868368 0.06446885
 0.06427702 0.1269126  0.17762728 0.21322885 0.2367323  0.25261519
 0.26488352 0.27652921 0.28791174 0.2972201  0.30071803 0.29580947
 0.28173784 0.25958947 0.2348416  0.21772365 0.21989018 0.24286936
 0.27754028 0.31435292 0.34800608 0.37277121 0.3939943  0.40993535
 0.42236094 0.43274246 0.44181874 0.45203241 0.46316255 0.47666958
 0.49448878 0.51386362 0.53524917 0.5581219  0.57900814 0.60096216
 0.62144717 0.64053886 0.65588805 0.66964105 0.68523068 0.69328097
 0.69921166 0.70335039 0.70608119 0.70778999 0.71007298 0.71105329
 0.70977959 0.70870718 0.70780829 0.70686258 0.70547356 0.70309742
 0.69907779 0.69385737 0.68397461 0.67020598 0.65188518 0.6284159
 0.60287955 0.56661828 0.52415844 0.47581785 0.42241556 0.36564911
 0.30890908 0.25935897 0.22751364 0.22727642]"
950.0,99.0,"[0.13653376 0.13666458 0.13663906 0.13656208 0.13648722 0.13647625
 0.1365941  0.13710507 0.13735981 0.1392235  0.13977136 0.14063698
 0.14198201 0.14309401 0.14530165 0.14782651 0.15045882 0.15338112
 0.15639603 0.15891247 0.16004958 0.15983202 0.15913738 0.15839642
 0.15781698 0.1574379  0.157384   0.1574396  0.15749676 0.15738359
 0.15615965 0.15413408 0.15159175 0.14878352 0.14557578 0.14220222
 0.13871224 0.13606099 0.13229812 0.12841991 0.12444884 0.12107177
 0.11691252 0.11284552 0.10894528 0.10535671 0.10227377 0.09976441
 0.09761364 0.09580897 0.09390523 0.09246315 0.0907601  0.08888028
 0.08831212 0.08778095 0.08740629 0.08725631 0.08769517 0.08803958
 0.08893173 0.08932361 0.08989882 0.09114272 0.09189677 0.09169603
 0.09205312 0.09208238 0.09209007 0.09342375 0.09330025 0.09320515
 0.0931414  0.09311309 0.09312485 0.09318114 0.0939797  0.09217156
 0.09278208 0.093485   0.09427982 0.09516496 0.09613788 0.09719529
 0.0988423  0.10000218 0.10121143 0.10249675 0.10385425 0.10527992
 0.10741545 0.10873814 0.11008194 0.11143583 0.11278302 0.11409685
 0.11533449 0.11643079 0.11736318 0.11877398]","[0.41986041 0.41243528 0.40909755 0.40715178 0.40427884 0.39913378
 0.39134914 0.38119146 0.37005563 0.35845509 0.34786067 0.3383237
 0.32918788 0.31860399 0.30439272 0.28353214 0.25461836 0.21645072
 0.17188781 0.13429334 0.13084391 0.16063301 0.19537415 0.22107656
 0.23401424 0.23349504 0.21959727 0.19311791 0.15769043 0.12664446
 0.12644503 0.15628183 0.18901405 0.21227779 0.22467717 0.23012957
 0.23435657 0.24236708 0.2546145  0.26660301 0.27251663 0.26772305
 0.24997912 0.2192169  0.18001142 0.14758332 0.1494948  0.1885402
 0.24025636 0.29010546 0.33236647 0.36709327 0.3922814  0.41252232
 0.42781903 0.43958914 0.44908776 0.45788058 0.4671251  0.48072907
 0.49403975 0.50967756 0.52746668 0.54754766 0.56818114 0.58995142
 0.60776538 0.62607998 0.64248906 0.65889361 0.66885847 0.67640925
 0.68179528 0.68540128 0.6876972  0.68917116 0.69136195 0.69320701
 0.69277819 0.69296672 0.69371451 0.69474104 0.69557358 0.69559094
 0.69498313 0.69086033 0.68366834 0.67271823 0.6573955  0.63719675
 0.61625473 0.58415814 0.54662315 0.50430146 0.45845541 0.41129323
 0.36648477 0.32968762 0.30831966 0.30858485]"
120.0,549.0,"[0.13804117 0.13788395 0.13748811 0.13698912 0.13650001 0.13608838
 0.13588322 0.13599791 0.1359243  0.13611352 0.1366046  0.13847311
 0.1397803  0.14139421 0.14327415 0.14537048 0.14763523 0.15020024
 0.15253305 0.15429931 0.15520319 0.15528056 0.15489788 0.15444645
 0.15407093 0.15415502 0.15442519 0.1547875  0.15508566 0.15512264
 0.15444631 0.15301607 0.15109415 0.14854871 0.1459138  0.143193
 0.13998113 0.13657831 0.13340617 0.12943236 0.12534245 0.12103924
 0.11679927 0.11263128 0.10861369 0.10481274 0.10169785 0.09933531
 0.09711493 0.09541549 0.09355278 0.09224825 0.09040486 0.08924037
 0.0882349  0.08785967 0.08763614 0.08762009 0.08685331 0.08754284
 0.08755527 0.08870154 0.09055655 0.09120813 0.09198536 0.09199998
 0.09261974 0.09396467 0.09383981 0.09323283 0.09347613 0.09336015
 0.09327339 0.09322225 0.0932135  0.09325361 0.09399146 0.09390668
 0.0926082  0.09329268 0.09407354 0.09494843 0.09641456 0.09738808
 0.09842699 0.09957904 0.10076897 0.10202842 0.10335172 0.10473309
 0.10664631 0.10821024 0.10948078 0.11074258 0.11197687 0.11315695
 0.11424573 0.1152372  0.11605187 0.11624768]","[0.3637278  0.36193119 0.36611133 0.37213399 0.37673331 0.37823413
 0.37633461 0.37163835 0.36563249 0.35929405 0.35330064 0.34721052
 0.34130044 0.33332801 0.32139007 0.30374692 0.27923671 0.24930767
 0.21773773 0.19368497 0.18711504 0.19741489 0.21394256 0.22764491
 0.23443158 0.23314047 0.22382679 0.20774318 0.18872446 0.17486075
 0.1750205  0.18806447 0.2030731  0.21089031 0.20863543 0.19946122
 0.19221737 0.19702798 0.21423301 0.23419848 0.24660376 0.24535857
 0.22710872 0.19051406 0.13610839 0.07298022 0.07418964 0.14460128
 0.21424977 0.2740964  0.32240245 0.36140238 0.39183109 0.41435989
 0.42926058 0.4412765  0.45002144 0.45707524 0.46502879 0.47312364
 0.48300926 0.49555734 0.5122293  0.52975928 0.54903    0.56961041
 0.59004746 0.61160953 0.62704351 0.63948476 0.6482229  0.65520494
 0.65982767 0.6625731  0.66404673 0.66489526 0.66666206 0.66728816
 0.66945225 0.67103405 0.67372506 0.67716188 0.68164821 0.68443404
 0.6858463  0.68510298 0.68140769 0.67410154 0.66262902 0.64658008
 0.62587701 0.60416851 0.57245774 0.53691587 0.49901741 0.46103741
 0.42624731 0.39895929 0.38385058 0.38563949]"
70.0,269.0,"[0.1398983  0.13915911 0.13830838 0.1373033  0.13635465 0.13555196
 0.13476454 0.13454818 0.13444883 0.13434097 0.13392401 0.13477954
 0.13597393 0.13947291 0.141004   0.14270318 0.14469213 0.14681897
 0.14853458 0.1498091  0.15040258 0.15046647 0.15023241 0.14999024
 0.14994204 0.15038205 0.15106836 0.15185054 0.15253827 0.15296095
 0.15278757 0.15194967 0.15059943 0.14848179 0.14612007 0.14344988
 0.14086664 0.13746177 0.13374545 0.12982128 0.12571109 0.12132775
 0.11700038 0.11273383 0.10844445 0.10455452 0.10142457 0.09880635
 0.09672991 0.09509226 0.0932671  0.09120474 0.08994962 0.08896463
 0.08823518 0.08840168 0.08797131 0.086945   0.08728706 0.08717262
 0.08821429 0.089203   0.09011296 0.09090378 0.0923543  0.09326229
 0.09454888 0.0945888  0.09450283 0.09369799 0.09345507 0.09366668
 0.09354538 0.09345972 0.09341906 0.09343226 0.09409782 0.09399919
 0.09257003 0.09323074 0.09445598 0.09525297 0.09613021 0.09708013
 0.09809433 0.09923861 0.10040525 0.10163407 0.10291769 0.10460239
 0.10595702 0.10803515 0.10921345 0.11036616 0.11147389 0.11251216
 0.11347734 0.11402855 0.11461741 0.11489931]","[0.30067142 0.30578579 0.31926504 0.33422218 0.34620813 0.35335888
 0.35577258 0.35488487 0.35262225 0.3502815  0.34852434 0.3474937
 0.34586967 0.34157229 0.33393594 0.32115899 0.30292945 0.28030112
 0.25719259 0.23832204 0.22783423 0.22556186 0.22738711 0.22919468
 0.22900096 0.2263787  0.22137657 0.21449798 0.2075205  0.20363375
 0.20526441 0.21063739 0.21374372 0.20815368 0.19039739 0.16230264
 0.13660511 0.1389758  0.16996316 0.20409766 0.22644171 0.23167886
 0.21749454 0.18311804 0.12875142 0.05962486 0.06101397 0.1387703
 0.21045024 0.2711734  0.3197968  0.3594642  0.38994455 0.41248746
 0.42829536 0.43929757 0.44495062 0.45051073 0.45420318 0.45836356
 0.46462427 0.47437208 0.48682072 0.50289158 0.52271199 0.54307351
 0.56848192 0.58746076 0.6043478  0.61474247 0.62449557 0.63003844
 0.63363978 0.6351314  0.63531266 0.63505803 0.63599546 0.63662153
 0.63973288 0.6428565  0.64858027 0.65471596 0.66147486 0.66799173
 0.6733495  0.67671526 0.67723877 0.67428907 0.66736407 0.65599119
 0.64035205 0.6254401  0.59998399 0.57138753 0.5411439  0.51134021
 0.48469473 0.46529386 0.45520127 0.45678284]"
